code,trading_code,name,contract_type,exchange_code,currency_id,underlying_symbol,underlying_name,underlying_exchange,underlying_type,exercise_price,contract_unit,contract_status,list_date,list_reason,list_price,high_limit,low_limit,expire_date,last_trade_date,exercise_date,delivery_date,is_adjust,delist_date,delist_reason
90001349.XSHE,159922C2303M006000,中证500ETF购3月6000,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.0,10000,DELIST,2022-09-19,合约新挂,0.4746,1.0821,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001350.XSHE,159922C2303M006250,中证500ETF购3月6250,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.25,10000,DELIST,2022-09-19,合约新挂,0.3548,0.9448,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001351.XSHE,159922C2303M006500,中证500ETF购3月6500,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.5,10000,DELIST,2022-09-19,合约新挂,0.2622,0.8272,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001352.XSHE,159922C2303M006750,中证500ETF购3月6750,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.75,10000,DELIST,2022-09-19,合约新挂,0.1934,0.7334,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001353.XSHE,159922C2303M007000,中证500ETF购3月7000,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.0,10000,DELIST,2022-09-19,合约新挂,0.1398,0.6548,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001354.XSHE,159922P2303M005000,中证500ETF沽3月5000,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,5.0,10000,DELIST,2022-09-19,合约新挂,0.0579,0.4504,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001355.XSHE,159922P2303M005250,中证500ETF沽3月5250,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,5.25,10000,DELIST,2022-09-19,合约新挂,0.091,0.5335,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001356.XSHE,159922P2303M005500,中证500ETF沽3月5500,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,5.5,10000,DELIST,2022-09-19,合约新挂,0.1409,0.6334,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001357.XSHE,159922P2303M005750,中证500ETF沽3月5750,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,5.75,10000,DELIST,2022-09-19,合约新挂,0.2129,0.7554,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001358.XSHE,159922P2303M006000,中证500ETF沽3月6000,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.0,10000,DELIST,2022-09-19,合约新挂,0.3111,0.9036,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001359.XSHE,159922P2303M006250,中证500ETF沽3月6250,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.25,10000,DELIST,2022-09-19,合约新挂,0.4376,1.0451,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001360.XSHE,159922P2303M006500,中证500ETF沽3月6500,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.5,10000,DELIST,2022-09-19,合约新挂,0.5914,1.1989,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001361.XSHE,159922P2303M006750,中证500ETF沽3月6750,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,6.75,10000,DELIST,2022-09-19,合约新挂,0.7688,1.3763,0.1613,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001362.XSHE,159922P2303M007000,中证500ETF沽3月7000,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.0,10000,DELIST,2022-09-19,合约新挂,0.9616,1.5691,0.3541,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001273.XSHE,159915C2303M002100,创业板ETF购3月2100,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.1,10000,DELIST,2022-09-19,合约新挂,0.304,0.7634,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001274.XSHE,159915C2303M002150,创业板ETF购3月2150,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.15,10000,DELIST,2022-09-19,合约新挂,0.2709,0.7303,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001275.XSHE,159915C2303M002200,创业板ETF购3月2200,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.2,10000,DELIST,2022-09-19,合约新挂,0.2401,0.6995,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001276.XSHE,159915C2303M002250,创业板ETF购3月2250,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.25,10000,DELIST,2022-09-19,合约新挂,0.2117,0.6711,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001277.XSHE,159915C2303M002300,创业板ETF购3月2300,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.3,10000,DELIST,2022-09-19,合约新挂,0.1859,0.6447,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001278.XSHE,159915C2303M002350,创业板ETF购3月2350,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.35,10000,DELIST,2022-09-19,合约新挂,0.1625,0.6113,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001279.XSHE,159915C2303M002400,创业板ETF购3月2400,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.4,10000,DELIST,2022-09-19,合约新挂,0.1415,0.5803,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001280.XSHE,159915C2303M002450,创业板ETF购3月2450,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.45,10000,DELIST,2022-09-19,合约新挂,0.1228,0.5516,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001281.XSHE,159915C2303M002500,创业板ETF购3月2500,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.5,10000,DELIST,2022-09-19,合约新挂,0.1063,0.5251,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001282.XSHE,159915P2303M002100,创业板ETF沽3月2100,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.1,10000,DELIST,2022-09-19,合约新挂,0.0761,0.4567,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001283.XSHE,159915P2303M002150,创业板ETF沽3月2150,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.15,10000,DELIST,2022-09-19,合约新挂,0.0922,0.4928,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001284.XSHE,159915P2303M002200,创业板ETF沽3月2200,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.2,10000,DELIST,2022-09-19,合约新挂,0.1106,0.5312,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001285.XSHE,159915P2303M002250,创业板ETF沽3月2250,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.25,10000,DELIST,2022-09-19,合约新挂,0.1316,0.5722,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001286.XSHE,159915P2303M002300,创业板ETF沽3月2300,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.3,10000,DELIST,2022-09-19,合约新挂,0.155,0.6144,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001287.XSHE,159915P2303M002350,创业板ETF沽3月2350,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.35,10000,DELIST,2022-09-19,合约新挂,0.1809,0.6403,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001288.XSHE,159915P2303M002400,创业板ETF沽3月2400,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.4,10000,DELIST,2022-09-19,合约新挂,0.2091,0.6685,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001289.XSHE,159915P2303M002450,创业板ETF沽3月2450,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.45,10000,DELIST,2022-09-19,合约新挂,0.2397,0.6991,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001290.XSHE,159915P2303M002500,创业板ETF沽3月2500,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.5,10000,DELIST,2022-09-19,合约新挂,0.2724,0.7318,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001365.XSHE,159919C2303M003600,沪深300ETF购3月3600,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.6,10000,DELIST,2022-09-19,合约新挂,0.4921,0.8925,0.0917,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001366.XSHE,159919P2303M003600,沪深300ETF沽3月3600,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.6,10000,DELIST,2022-09-19,合约新挂,0.0997,0.4193,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001373.XSHE,159915C2303M002050,创业板ETF购3月2050,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.05,10000,DELIST,2022-09-22,价格波动,0.2835,0.7365,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001374.XSHE,159915P2303M002050,创业板ETF沽3月2050,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.05,10000,DELIST,2022-09-22,价格波动,0.089,0.456,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10004581.XSHG,510050C2303A02450,50ETF购3月2416A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.416,10142,DELIST,2022-09-23,价格波动,0.3184,0.5854,0.0514,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004582.XSHG,510050P2303A02450,50ETF沽3月2416A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.416,10142,DELIST,2022-09-23,价格波动,0.0494,0.2724,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004585.XSHG,510300C2303A03500,300ETF购3月3446A,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.446,10157,DELIST,2022-09-23,价格波动,0.5093,0.9025,0.1161,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004586.XSHG,510300P2303A03500,300ETF沽3月3446A,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.446,10157,DELIST,2022-09-23,价格波动,0.0633,0.3701,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
90001377.XSHE,159919C2303M003500,沪深300ETF购3月3500,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.5,10000,DELIST,2022-09-23,价格波动,0.5104,0.904,0.1168,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001378.XSHE,159919P2303M003500,沪深300ETF沽3月3500,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.5,10000,DELIST,2022-09-23,价格波动,0.0751,0.3815,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10004593.XSHG,510500C2303M04900,500ETF购3月4900,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,4.9,10000,DELIST,2022-09-27,价格波动,0.976,1.5566,0.3954,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10004594.XSHG,510500P2303M04900,500ETF沽3月4900,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,4.9,10000,DELIST,2022-09-27,价格波动,0.101,0.5004,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001403.XSHE,159915C2303M002000,创业板ETF购3月2000,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.0,10000,DELIST,2022-10-10,价格波动,0.2982,0.7424,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001404.XSHE,159915P2303M002000,创业板ETF沽3月2000,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.0,10000,DELIST,2022-10-10,价格波动,0.0774,0.4332,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001411.XSHE,159922C2303M004900,中证500ETF购3月4900,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,4.9,10000,DELIST,2022-10-10,价格波动,0.9952,1.5778,0.4126,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001412.XSHE,159922P2303M004900,中证500ETF沽3月4900,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,4.9,10000,DELIST,2022-10-10,价格波动,0.0904,0.4878,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10004637.XSHG,510050C2303A02400,50ETF购3月2366A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.366,10142,DELIST,2022-10-11,价格波动,0.2806,0.5392,0.022,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004638.XSHG,510050P2303A02400,50ETF沽3月2366A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.366,10142,DELIST,2022-10-11,价格波动,0.0548,0.2762,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004645.XSHG,510300C2303A03400,300ETF购3月3347A,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.347,10157,DELIST,2022-10-11,价格波动,0.4738,0.8527,0.0949,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004646.XSHG,510300P2303A03400,300ETF沽3月3347A,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.347,10157,DELIST,2022-10-11,价格波动,0.0655,0.3666,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
90001419.XSHE,159915C2303M001950,创业板ETF购3月1950,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,1.95,10000,DELIST,2022-10-11,价格波动,0.2857,0.7189,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001420.XSHE,159915P2303M001950,创业板ETF沽3月1950,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,1.95,10000,DELIST,2022-10-11,价格波动,0.0669,0.4137,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001427.XSHE,159919C2303M003400,沪深300ETF购3月3400,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.4,10000,DELIST,2022-10-11,价格波动,0.4674,0.8458,0.089,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001428.XSHE,159919P2303M003400,沪深300ETF沽3月3400,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.4,10000,DELIST,2022-10-11,价格波动,0.0662,0.3678,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10004653.XSHG,510050C2303A02350,50ETF购3月2317A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.317,10142,DELIST,2022-10-14,价格波动,0.3025,0.5589,0.0461,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004654.XSHG,510050P2303A02350,50ETF沽3月2317A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.317,10142,DELIST,2022-10-14,价格波动,0.0487,0.2623,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
90001435.XSHE,159915C2303M002550,创业板ETF购3月2550,CO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.55,10000,DELIST,2022-10-17,价格波动,0.0963,0.5323,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001436.XSHE,159915P2303M002550,创业板ETF沽3月2550,PO,XSHE,CNY,159915.XSHE,易方达创业板ETF,XSHE,ETF,2.55,10000,DELIST,2022-10-17,价格波动,0.2753,0.7483,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001443.XSHE,159922C2303M007250,中证500ETF购3月7250,CO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.25,10000,DELIST,2022-10-19,价格波动,0.032,0.536,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001444.XSHE,159922P2303M007250,中证500ETF沽3月7250,PO,XSHE,CNY,159922.XSHE,嘉实中证500ETF,XSHE,ETF,7.25,10000,DELIST,2022-10-19,价格波动,1.2096,1.8241,0.5951,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10004667.XSHG,510050C2303A02250,50ETF购3月2218A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.218,10142,DELIST,2022-10-25,价格波动,0.2558,0.4997,0.0119,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004668.XSHG,510050C2303A02300,50ETF购3月2268A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.268,10142,DELIST,2022-10-25,价格波动,0.2202,0.4641,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004669.XSHG,510050P2303A02250,50ETF沽3月2218A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.218,10142,DELIST,2022-10-25,价格波动,0.06,0.2661,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004670.XSHG,510050P2303A02300,50ETF沽3月2268A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.268,10142,DELIST,2022-10-25,价格波动,0.0761,0.2922,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004677.XSHG,510300C2303A03300,300ETF购3月3249A,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.249,10157,DELIST,2022-10-25,价格波动,0.4656,0.836,0.0952,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
10004678.XSHG,510300P2303A03300,300ETF沽3月3249A,PO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.249,10157,DELIST,2022-10-25,价格波动,0.0624,0.352,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,1,2023-03-23,合约到期
90001451.XSHE,159919C2303M003300,沪深300ETF购3月3300,CO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.3,10000,DELIST,2022-10-25,价格波动,0.4675,0.8374,0.0976,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
90001452.XSHE,159919P2303M003300,沪深300ETF沽3月3300,PO,XSHE,CNY,159919.XSHE,嘉实沪深300ETF,XSHE,ETF,3.3,10000,DELIST,2022-10-25,价格波动,0.0609,0.351,0.0001,2023-03-22,2023-03-22,2023-03-22,2023-03-23,0,2023-03-23,合约到期
10004679.XSHG,510050C2306A02250,50ETF购6月2218A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.218,10142,DELIST,2022-10-27,合约到期,0.3032,0.5471,0.0593,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004680.XSHG,510050C2306A02300,50ETF购6月2268A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.268,10142,DELIST,2022-10-27,合约到期,0.2719,0.5158,0.028,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004681.XSHG,510050C2306A02350,50ETF购6月2317A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.317,10142,DELIST,2022-10-27,合约到期,0.2422,0.4861,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004682.XSHG,510050C2306A02400,50ETF购6月2366A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.366,10142,DELIST,2022-10-27,合约到期,0.2129,0.4568,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004683.XSHG,510050C2306A02450,50ETF购6月2416A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.416,10142,DELIST,2022-10-27,合约到期,0.1836,0.4264,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004684.XSHG,510050C2306A02500,50ETF购6月2465A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.465,10142,DELIST,2022-10-27,合约到期,0.1642,0.402,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004685.XSHG,510050C2306A02550,50ETF购6月2514A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.514,10142,DELIST,2022-10-27,合约到期,0.1431,0.3759,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004686.XSHG,510050C2306A02600,50ETF购6月2564A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.564,10142,DELIST,2022-10-27,合约到期,0.1259,0.3537,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004687.XSHG,510050C2306A02650,50ETF购6月2613A,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.613,10142,DELIST,2022-10-27,合约到期,0.1076,0.3304,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004688.XSHG,510050P2306A02250,50ETF沽6月2218A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.218,10142,DELIST,2022-10-27,合约到期,0.0787,0.2848,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004689.XSHG,510050P2306A02300,50ETF沽6月2268A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.268,10142,DELIST,2022-10-27,合约到期,0.0954,0.3115,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004690.XSHG,510050P2306A02350,50ETF沽6月2317A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.317,10142,DELIST,2022-10-27,合约到期,0.1124,0.3385,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004691.XSHG,510050P2306A02400,50ETF沽6月2366A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.366,10142,DELIST,2022-10-27,合约到期,0.1329,0.369,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004692.XSHG,510050P2306A02450,50ETF沽6月2416A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.416,10142,DELIST,2022-10-27,合约到期,0.1561,0.4,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004693.XSHG,510050P2306A02500,50ETF沽6月2465A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.465,10142,DELIST,2022-10-27,合约到期,0.1856,0.4295,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004694.XSHG,510050P2306A02550,50ETF沽6月2514A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.514,10142,DELIST,2022-10-27,合约到期,0.2125,0.4564,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004695.XSHG,510050P2306A02600,50ETF沽6月2564A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.564,10142,DELIST,2022-10-27,合约到期,0.2426,0.4865,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004696.XSHG,510050P2306A02650,50ETF沽6月2613A,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.613,10142,DELIST,2022-10-27,合约到期,0.2755,0.5194,0.0316,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004697.XSHG,510300C2306A03300,300ETF购6月3249A,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.249,10157,DELIST,2022-10-27,合约到期,0.5276,0.8992,0.156,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004698.XSHG,510300C2306A03400,300ETF购6月3347A,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.347,10157,DELIST,2022-10-27,合约到期,0.4578,0.8294,0.0862,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004699.XSHG,510300C2306A03500,300ETF购6月3446A,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.446,10157,DELIST,2022-10-27,合约到期,0.393,0.7646,0.0214,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
10004700.XSHG,510300C2306A03600,300ETF购6月3544A,CO,XSHG,CNY,510300.XSHG,华泰柏瑞沪深300ETF,XSHG,ETF,3.544,10157,DELIST,2022-10-27,合约到期,0.3363,0.7079,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,1,2023-06-29,合约到期
